frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 1.40, 1.52, 1.40, 0.00, 0.52, 0.43, 0.00, 1.41, 0.74, 1.77, 0.00, 0.00, 0.16, 0.54, 0.10, 0.11, 2.12, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
2,  0,  0.008,  0.98,  1, 1.20, 0.72, 1.16, 0.00, 0.68, 0.45, 0.00, 1.87, 0.67, 1.87, 0.03, 0.09, 0.19, 0.57, 0.07, 0.04, 2.10, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
3,  0,  0.017,  0.98,  1, 1.25, 0.70, 1.08, 0.00, 0.72, 0.42, 0.00, 2.05, 0.73, 1.95, 0.04, 0.09, 0.15, 0.47, 0.04, 0.00, 2.24, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
4,  0,  0.025,  0.88,  1, 1.39, 0.95, 1.07, 0.00, 0.81, 0.35, 0.00, 2.13, 0.72, 2.06, 0.01, 0.25, 0.29, 0.32, 0.00, 0.00, 2.24, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
5,  0,  0.033,  0.98,  1, 1.72, 1.16, 1.16, 0.00, 0.83, 0.30, 0.00, 2.09, 0.84, 1.80, 0.03, 0.22, 0.27, 0.09, 0.00, 0.00, 2.24, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
6,  0,  0.042,  0.98,  1, 1.84, 0.75, 1.25, 0.00, 1.02, 0.19, 0.00, 2.23, 0.87, 1.68, 0.03, 0.29, 0.32, 0.01, 0.00, 0.00, 2.18, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
7,  0,  0.050,  0.93,  1, 2.01, 0.80, 1.34, 0.00, 1.04, 0.05, 0.00, 2.33, 0.93, 1.71, 0.08, 0.21, 0.21, 0.00, 0.00, 0.00, 2.39, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
8,  0,  0.058,  0.98,  1, 2.12, 0.95, 1.36, 0.00, 1.09, 0.00, 0.00, 2.39, 0.97, 1.94, 0.17, 0.26, 0.09, 0.00, 0.00, 0.00, 2.30, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
9,  0,  0.067,  0.98,  1, 2.40, 1.40, 1.18, 0.00, 0.95, 0.00, 0.00, 2.37, 0.95, 1.95, 0.17, 0.33, 0.04, 0.00, 0.00, 0.00, 2.26, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
10,  0,  0.075,  0.98,  1, 2.56, 1.50, 1.26, 0.00, 0.94, 0.01, 0.00, 2.39, 1.00, 1.98, 0.11, 0.30, 0.00, 0.00, 0.00, 0.00, 2.16, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
11,  0,  0.083,  0.98,  1, 2.67, 1.68, 1.35, 0.00, 0.99, 0.01, 0.00, 2.38, 0.96, 2.05, 0.04, 0.32, 0.00, 0.00, 0.00, 0.00, 2.26, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
12,  0,  0.092,  0.93,  1, 2.55, 1.59, 1.45, 0.00, 1.03, 0.01, 0.00, 2.40, 0.94, 2.19, 0.08, 0.30, 0.00, 0.00, 0.00, 0.00, 2.21, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
13,  0,  0.100,  0.93,  1, 2.27, 1.33, 1.29, 0.00, 0.95, 0.00, 0.00, 2.29, 0.81, 2.25, 0.08, 0.39, 0.00, 0.00, 0.00, 0.00, 2.11, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
14,  0,  0.108,  0.93,  1, 2.00, 0.96, 1.08, 0.00, 0.90, 0.00, 0.00, 2.30, 0.81, 2.02, 0.04, 0.39, 0.00, 0.00, 0.00, 0.00, 2.03, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
15,  0,  0.117,  0.98,  1, 1.77, 1.01, 1.03, 0.00, 0.97, 0.03, 0.00, 2.27, 0.84, 1.88, 0.13, 0.41, 0.00, 0.00, 0.00, 0.00, 1.97, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
16,  0,  0.125,  0.98,  1, 1.84, 0.99, 0.95, 0.00, 1.02, 0.03, 0.00, 2.32, 0.90, 1.86, 0.13, 0.29, 0.00, 0.00, 0.00, 0.00, 2.12, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
17,  0,  0.133,  0.98,  1, 1.83, 0.92, 1.10, 0.00, 1.05, 0.03, 0.00, 2.46, 0.88, 2.00, 0.13, 0.38, 0.00, 0.00, 0.00, 0.00, 2.15, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
18,  0,  0.142,  0.93,  1, 1.88, 0.67, 1.30, 0.00, 1.07, 0.00, 0.00, 2.48, 0.87, 1.98, 0.00, 0.37, 0.00, 0.00, 0.00, 0.00, 1.92, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
19,  0,  0.150,  0.98,  1, 1.77, 0.48, 1.55, 0.00, 1.08, 0.00, 0.00, 2.42, 0.83, 1.82, 0.17, 0.37, 0.00, 0.00, 0.00, 0.00, 1.45, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
20,  0,  0.158,  0.93,  1, 1.81, 0.65, 1.38, 0.00, 1.03, 0.00, 0.00, 2.22, 0.73, 1.69, 0.25, 0.28, 0.00, 0.00, 0.00, 0.00, 1.45, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
21,  0,  0.167,  0.98,  1, 1.67, 0.55, 1.29, 0.00, 0.90, 0.00, 0.00, 2.07, 0.64, 1.76, 0.25, 0.22, 0.00, 0.00, 0.00, 0.00, 1.30, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
22,  0,  0.175,  0.98,  1, 1.66, 0.45, 0.99, 0.00, 0.85, 0.00, 0.00, 2.01, 0.71, 1.66, 0.25, 0.48, 0.00, 0.00, 0.00, 0.00, 1.24, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
23,  0,  0.184,  0.93,  1, 1.58, 0.24, 1.02, 0.00, 0.79, 0.00, 0.00, 1.92, 0.75, 1.59, 0.21, 0.41, 0.00, 0.00, 0.00, 0.00, 0.65, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
24,  0,  0.192,  0.93,  1, 1.66, 0.25, 0.91, 0.00, 0.82, 0.00, 0.00, 1.94, 0.74, 1.51, 0.28, 0.42, 0.00, 0.00, 0.00, 0.00, 0.38, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
25,  0,  0.200,  0.93,  1, 1.47, 0.34, 0.93, 0.00, 0.75, 0.00, 0.00, 1.97, 0.68, 1.60, 0.15, 0.28, 0.00, 0.00, 0.00, 0.00, 0.10, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
26,  0,  0.209,  0.98,  1, 1.36, 0.25, 0.98, 0.00, 0.75, 0.00, 0.00, 1.97, 0.64, 1.64, 0.19, 0.34, 0.00, 0.00, 0.00, 0.00, 0.19, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
27,  0,  0.217,  0.93,  1, 1.31, 0.17, 0.91, 0.00, 0.66, 0.00, 0.00, 2.06, 0.62, 1.69, 0.26, 0.41, 0.00, 0.00, 0.00, 0.00, 0.45, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
28,  0,  0.225,  0.98,  1, 1.31, 0.08, 1.04, 0.00, 0.76, 0.00, 0.00, 2.12, 0.57, 1.69, 0.40, 0.45, 0.00, 0.00, 0.00, 0.00, 0.70, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
29,  0,  0.234,  0.98,  1, 1.32, 0.30, 0.97, 0.00, 0.78, 0.00, 0.00, 2.22, 0.63, 1.66, 0.33, 0.31, 0.00, 0.00, 0.00, 0.00, 0.53, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
30,  0,  0.242,  0.93,  1, 1.08, 0.21, 1.16, 0.00, 0.88, 0.00, 0.00, 2.11, 0.63, 1.64, 0.33, 0.32, 0.00, 0.00, 0.00, 0.00, 0.34, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
31,  0,  0.250,  0.98,  1, 1.21, 0.51, 1.24, 0.00, 0.77, 0.00, 0.00, 2.02, 0.51, 1.59, 0.20, 0.39, 0.00, 0.00, 0.00, 0.00, 0.22, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
32,  0,  0.259,  0.98,  1, 1.16, 0.31, 1.41, 0.00, 0.75, 0.00, 0.00, 1.97, 0.45, 1.58, 0.27, 0.64, 0.00, 0.00, 0.00, 0.00, 0.36, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
33,  0,  0.267,  0.98,  1, 1.19, 0.48, 1.36, 0.00, 0.54, 0.00, 0.00, 1.97, 0.29, 1.71, 0.28, 0.63, 0.00, 0.00, 0.00, 0.00, 0.36, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
34,  0,  0.275,  0.98,  1, 1.11, 0.62, 1.23, 0.00, 0.58, 0.00, 0.00, 1.92, 0.37, 1.75, 0.23, 0.48, 0.00, 0.00, 0.00, 0.00, 0.51, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
35,  0,  0.284,  0.98,  1, 0.95, 0.68, 1.11, 0.00, 0.54, 0.00, 0.00, 1.98, 0.34, 1.75, 0.19, 0.42, 0.00, 0.00, 0.00, 0.00, 0.57, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
36,  0,  0.292,  0.98,  1, 0.88, 0.50, 1.00, 0.00, 0.70, 0.00, 0.00, 2.00, 0.39, 1.56, 0.14, 0.47, 0.00, 0.00, 0.00, 0.00, 0.89, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
37,  0,  0.300,  0.98,  1, 0.83, 0.12, 0.99, 0.00, 0.78, 0.00, 0.00, 2.02, 0.41, 1.60, 0.14, 0.52, 0.00, 0.00, 0.00, 0.00, 0.80, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
38,  0,  0.309,  0.88,  1, 1.01, 0.12, 0.99, 0.00, 0.86, 0.00, 0.00, 2.03, 0.48, 1.68, 0.16, 0.38, 0.00, 0.00, 0.00, 0.00, 0.59, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
39,  0,  0.317,  0.98,  1, 1.35, 0.46, 1.06, 0.00, 0.89, 0.00, 0.00, 2.11, 0.67, 1.71, 0.10, 0.27, 0.00, 0.00, 0.00, 0.00, 0.60, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
40,  0,  0.325,  0.98,  1, 1.56, 0.69, 1.17, 0.00, 0.78, 0.14, 0.00, 2.09, 0.71, 1.60, 0.11, 0.17, 0.00, 0.00, 0.00, 0.00, 0.91, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
41,  0,  0.334,  0.98,  1, 1.89, 1.04, 1.16, 0.00, 0.78, 0.14, 0.00, 2.13, 0.73, 1.61, 0.11, 0.19, 0.00, 0.00, 0.00, 0.00, 1.40, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
42,  0,  0.342,  0.98,  1, 1.99, 1.17, 1.33, 0.00, 0.74, 0.14, 0.00, 2.09, 0.68, 1.60, 0.07, 0.23, 0.00, 0.00, 0.00, 0.00, 1.37, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
43,  0,  0.350,  0.98,  1, 2.08, 1.25, 1.43, 0.00, 0.90, 0.00, 0.00, 2.27, 0.73, 1.88, 0.07, 0.52, 0.00, 0.00, 0.00, 0.00, 1.49, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
44,  0,  0.359,  0.98,  1, 2.00, 1.31, 1.47, 0.00, 0.90, 0.00, 0.00, 2.23, 0.71, 1.57, 0.25, 0.59, 0.00, 0.00, 0.00, 0.00, 1.53, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
45,  0,  0.367,  0.98,  1, 1.82, 0.88, 1.41, 0.00, 0.94, 0.00, 0.00, 2.34, 0.69, 1.47, 0.30, 0.65, 0.00, 0.00, 0.00, 0.00, 1.73, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
46,  0,  0.375,  0.98,  1, 1.60, 0.68, 1.25, 0.00, 0.87, 0.00, 0.00, 2.28, 0.71, 1.20, 0.32, 0.44, 0.00, 0.00, 0.00, 0.00, 1.65, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
47,  0,  0.384,  0.98,  1, 1.52, 0.46, 1.28, 0.00, 0.97, 0.00, 0.00, 2.33, 0.77, 1.60, 0.24, 0.47, 0.00, 0.00, 0.00, 0.00, 1.17, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
48,  0,  0.392,  0.98,  1, 1.56, 0.56, 1.12, 0.00, 1.05, 0.00, 0.00, 2.21, 0.76, 1.62, 0.19, 0.35, 0.00, 0.00, 0.00, 0.00, 0.88, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
49,  0,  0.400,  0.98,  1, 1.51, 0.40, 1.19, 0.00, 1.03, 0.00, 0.00, 2.22, 0.72, 1.50, 0.33, 0.33, 0.00, 0.00, 0.00, 0.00, 0.35, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
50,  0,  0.409,  0.98,  1, 1.25, 0.22, 1.13, 0.04, 0.91, 0.00, 0.00, 2.12, 0.69, 1.18, 0.30, 0.38, 0.00, 0.00, 0.00, 0.00, 0.39, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
51,  0,  0.417,  0.98,  1, 1.08, 0.19, 1.20, 0.04, 0.80, 0.00, 0.00, 2.06, 0.63, 1.16, 0.42, 0.51, 0.00, 0.00, 0.00, 0.00, 0.15, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
52,  0,  0.425,  0.98,  1, 0.83, 0.19, 1.14, 0.04, 0.84, 0.00, 0.00, 1.84, 0.51, 1.16, 0.32, 0.59, 0.00, 0.00, 0.00, 0.00, 0.21, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
53,  0,  0.434,  0.93,  1, 0.84, 0.25, 1.23, 0.00, 0.76, 0.00, 0.00, 1.77, 0.32, 1.41, 0.18, 0.36, 0.00, 0.00, 0.03, 0.00, 0.22, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
54,  0,  0.442,  0.98,  1, 0.55, 0.20, 1.32, 0.00, 0.75, 0.00, 0.00, 1.64, 0.36, 1.48, 0.07, 0.40, 0.00, 0.00, 0.03, 0.00, 0.28, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
55,  0,  0.450,  0.98,  1, 0.47, 0.51, 1.45, 0.00, 0.70, 0.00, 0.00, 1.65, 0.41, 1.66, 0.00, 0.42, 0.00, 0.00, 0.03, 0.00, 0.45, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
56,  0,  0.459,  0.98,  1, 0.15, 0.43, 1.47, 0.00, 0.77, 0.00, 0.00, 1.74, 0.49, 1.78, 0.00, 0.47, 0.00, 0.00, 0.00, 0.00, 0.48, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
57,  0,  0.467,  0.98,  1, 0.07, 0.37, 1.62, 0.00, 0.72, 0.00, 0.00, 1.88, 0.40, 2.03, 0.00, 0.40, 0.00, 0.00, 0.04, 0.00, 0.66, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
58,  0,  0.475,  0.98,  1, 0.00, 0.06, 1.56, 0.00, 0.66, 0.00, 0.00, 2.00, 0.29, 2.17, 0.00, 0.32, 0.00, 0.01, 0.04, 0.01, 0.75, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
59,  0,  0.484,  0.98,  1, 0.00, 0.00, 1.57, 0.00, 0.64, 0.00, 0.00, 1.91, 0.28, 2.03, 0.00, 0.31, 0.00, 0.01, 0.04, 0.01, 0.61, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
60,  0,  0.492,  0.98,  1, 0.00, 0.03, 1.64, 0.00, 0.75, 0.00, 0.00, 1.93, 0.33, 2.12, 0.00, 0.15, 0.17, 0.01, 0.05, 0.01, 0.55, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
61,  0,  0.501,  0.98,  1, 0.00, 0.34, 1.84, 0.00, 0.75, 0.00, 0.00, 1.77, 0.38, 2.05, 0.00, 0.17, 0.17, 0.03, 0.05, 0.11, 0.47, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
62,  0,  0.509,  0.98,  1, 0.00, 0.34, 1.82, 0.04, 0.68, 0.00, 0.00, 1.82, 0.41, 2.03, 0.00, 0.26, 0.17, 0.03, 0.11, 0.22, 0.57, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
63,  0,  0.517,  0.98,  1, 0.00, 0.32, 1.72, 0.09, 0.53, 0.00, 0.00, 1.76, 0.45, 1.69, 0.07, 0.40, 0.00, 0.03, 0.14, 0.30, 0.53, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
64,  0,  0.526,  0.98,  1, 0.00, 0.13, 1.66, 0.09, 0.49, 0.00, 0.00, 1.81, 0.47, 1.59, 0.07, 0.26, 0.00, 0.00, 0.14, 0.38, 0.34, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
65,  0,  0.534,  0.98,  1, 0.00, 0.19, 1.76, 0.05, 0.49, 0.00, 0.00, 1.86, 0.44, 1.41, 0.07, 0.27, 0.00, 0.00, 0.08, 0.31, 0.47, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
66,  0,  0.542,  0.98,  1, 0.00, 0.19, 1.88, 0.00, 0.54, 0.00, 0.00, 1.87, 0.38, 1.46, 0.00, 0.32, 0.00, 0.04, 0.06, 0.28, 0.43, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
67,  0,  0.551,  0.98,  1, 0.00, 0.06, 1.84, 0.00, 0.56, 0.00, 0.00, 2.00, 0.41, 1.50, 0.00, 0.46, 0.00, 0.04, 0.06, 0.09, 0.49, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
68,  0,  0.559,  0.98,  1, 0.00, 0.07, 1.77, 0.00, 0.59, 0.00, 0.00, 1.83, 0.44, 1.78, 0.00, 0.45, 0.00, 0.07, 0.06, 0.12, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69,  0,  0.567,  0.98,  1, 0.00, 0.07, 1.56, 0.00, 0.59, 0.00, 0.00, 1.70, 0.39, 1.76, 0.08, 0.38, 0.00, 0.02, 0.01, 0.07, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70,  0,  0.576,  0.98,  1, 0.00, 0.07, 1.44, 0.00, 0.67, 0.00, 0.00, 1.56, 0.31, 1.66, 0.08, 0.40, 0.00, 0.10, 0.01, 0.12, 0.30, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
71,  0,  0.584,  0.98,  1, 0.00, 0.00, 1.17, 0.00, 0.68, 0.00, 0.00, 1.50, 0.28, 1.68, 0.08, 0.32, 0.00, 0.08, 0.11, 0.05, 0.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
