frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
72,  0,  0.592,  0.98,  1, 0.00, 0.00, 1.15, 0.00, 0.67, 0.00, 0.00, 1.62, 0.37, 1.84, 0.01, 0.20, 0.00, 0.14, 0.10, 0.08, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
73,  0,  0.601,  0.98,  1, 0.00, 0.00, 1.18, 0.00, 0.62, 0.00, 0.00, 1.65, 0.46, 1.95, 0.01, 0.15, 0.00, 0.07, 0.10, 0.04, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
74,  0,  0.609,  0.98,  1, 0.00, 0.00, 1.37, 0.00, 0.68, 0.00, 0.00, 1.75, 0.51, 1.90, 0.00, 0.10, 0.00, 0.08, 0.05, 0.04, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
75,  0,  0.617,  0.98,  1, 0.00, 0.00, 1.36, 0.00, 0.81, 0.00, 0.00, 1.78, 0.58, 1.76, 0.00, 0.14, 0.00, 0.09, 0.05, 0.02, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
76,  0,  0.626,  0.98,  1, 0.00, 0.00, 1.38, 0.00, 0.82, 0.00, 0.00, 1.98, 0.64, 1.80, 0.00, 0.16, 0.00, 0.18, 0.05, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
77,  0,  0.634,  0.98,  1, 0.01, 0.22, 1.60, 0.00, 0.79, 0.00, 0.00, 2.19, 0.73, 1.91, 0.00, 0.36, 0.03, 0.30, 0.00, 0.07, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
78,  0,  0.642,  0.98,  1, 0.01, 0.22, 1.62, 0.00, 0.74, 0.00, 0.00, 2.17, 0.78, 1.91, 0.08, 0.32, 0.03, 0.25, 0.00, 0.07, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
79,  0,  0.651,  0.98,  1, 0.01, 0.22, 1.61, 0.00, 0.83, 0.00, 0.00, 1.96, 0.79, 2.07, 0.08, 0.24, 0.03, 0.22, 0.00, 0.07, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
80,  0,  0.659,  0.98,  1, 0.00, 0.00, 1.38, 0.04, 0.90, 0.00, 0.00, 1.81, 0.75, 2.06, 0.08, 0.18, 0.00, 0.25, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
81,  0,  0.667,  0.98,  1, 0.00, 0.00, 1.27, 0.04, 0.89, 0.00, 0.00, 1.73, 0.74, 2.08, 0.03, 0.26, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
82,  0,  0.676,  0.98,  1, 0.00, 0.00, 1.34, 0.04, 0.90, 0.00, 0.00, 1.83, 0.75, 1.88, 0.03, 0.27, 0.00, 0.31, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
83,  0,  0.684,  0.98,  1, 0.00, 0.04, 1.30, 0.08, 0.88, 0.00, 0.00, 1.83, 0.78, 1.87, 0.03, 0.14, 0.00, 0.28, 0.00, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
84,  0,  0.692,  0.98,  1, 0.00, 0.04, 1.31, 0.09, 0.92, 0.00, 0.00, 1.97, 0.76, 1.92, 0.00, 0.06, 0.00, 0.27, 0.00, 0.00, 0.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
85,  0,  0.701,  0.98,  1, 0.00, 0.04, 1.26, 0.09, 0.82, 0.00, 0.00, 1.98, 0.77, 2.07, 0.00, 0.00, 0.00, 0.28, 0.00, 0.00, 0.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
86,  0,  0.709,  0.98,  1, 0.00, 0.00, 1.34, 0.01, 0.87, 0.00, 0.00, 2.01, 0.78, 1.94, 0.00, 0.05, 0.00, 0.22, 0.00, 0.00, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
87,  0,  0.717,  0.98,  1, 0.00, 0.00, 1.27, 0.00, 0.90, 0.00, 0.05, 1.97, 0.84, 1.95, 0.00, 0.05, 0.00, 0.20, 0.06, 0.00, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
88,  0,  0.726,  0.98,  1, 0.00, 0.00, 1.22, 0.00, 1.00, 0.00, 0.05, 1.89, 0.87, 1.92, 0.00, 0.13, 0.00, 0.20, 0.06, 0.03, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
89,  0,  0.734,  0.98,  1, 0.00, 0.00, 1.16, 0.00, 0.97, 0.00, 0.05, 1.73, 0.84, 1.94, 0.00, 0.16, 0.00, 0.22, 0.06, 0.03, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
90,  0,  0.742,  0.98,  1, 0.00, 0.00, 1.25, 0.03, 0.96, 0.00, 0.08, 1.67, 0.75, 1.84, 0.08, 0.16, 0.00, 0.23, 0.00, 0.03, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
91,  0,  0.751,  0.98,  1, 0.00, 0.00, 1.12, 0.03, 1.00, 0.00, 0.08, 1.69, 0.67, 1.70, 0.08, 0.14, 0.00, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
92,  0,  0.759,  0.98,  1, 0.00, 0.00, 1.06, 0.03, 1.06, 0.00, 0.08, 1.69, 0.66, 1.57, 0.26, 0.10, 0.00, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
93,  0,  0.767,  0.98,  1, 0.06, 0.00, 1.04, 0.00, 1.05, 0.00, 0.00, 1.65, 0.70, 1.63, 0.29, 0.10, 0.00, 0.58, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
94,  0,  0.776,  0.98,  1, 0.06, 0.00, 1.05, 0.00, 1.08, 0.00, 0.00, 1.50, 0.77, 1.51, 0.29, 0.05, 0.00, 0.57, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
95,  0,  0.784,  0.98,  1, 0.06, 0.00, 1.07, 0.00, 1.02, 0.00, 0.00, 1.56, 0.81, 1.39, 0.11, 0.11, 0.00, 0.52, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
96,  0,  0.792,  0.98,  1, 0.00, 0.00, 0.97, 0.00, 1.00, 0.00, 0.00, 1.55, 0.86, 1.26, 0.06, 0.11, 0.00, 0.34, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
97,  0,  0.801,  0.98,  1, 0.00, 0.00, 0.88, 0.06, 0.99, 0.00, 0.00, 1.64, 0.84, 1.47, 0.10, 0.10, 0.00, 0.24, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
98,  0,  0.809,  0.98,  1, 0.00, 0.04, 0.84, 0.12, 1.04, 0.00, 0.00, 1.63, 0.88, 1.67, 0.10, 0.12, 0.00, 0.17, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
99,  0,  0.817,  0.98,  1, 0.00, 0.04, 0.96, 0.15, 1.07, 0.00, 0.00, 1.73, 0.78, 1.81, 0.04, 0.28, 0.01, 0.29, 0.01, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
100,  0,  0.826,  0.98,  1, 0.00, 0.04, 1.12, 0.10, 1.04, 0.00, 0.00, 1.88, 0.77, 1.57, 0.00, 0.39, 0.01, 0.42, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
101,  0,  0.834,  0.98,  1, 0.00, 0.10, 1.09, 0.04, 1.00, 0.00, 0.00, 1.92, 0.68, 1.39, 0.02, 0.28, 0.01, 0.44, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
102,  0,  0.843,  0.98,  1, 0.00, 0.10, 0.96, 0.00, 0.97, 0.00, 0.00, 1.91, 0.73, 1.35, 0.02, 0.11, 0.00, 0.36, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
103,  0,  0.851,  0.98,  1, 0.00, 0.10, 0.78, 0.00, 0.91, 0.00, 0.00, 1.80, 0.72, 1.43, 0.02, 0.06, 0.04, 0.41, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
104,  0,  0.859,  0.98,  1, 0.00, 0.00, 0.72, 0.07, 1.02, 0.00, 0.00, 1.84, 0.77, 1.45, 0.04, 0.06, 0.04, 0.44, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
105,  0,  0.868,  0.98,  1, 0.00, 0.00, 0.64, 0.07, 1.07, 0.00, 0.03, 1.85, 0.81, 1.34, 0.04, 0.06, 0.14, 0.50, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
106,  0,  0.876,  0.98,  1, 0.00, 0.00, 0.66, 0.07, 1.12, 0.00, 0.03, 1.92, 0.79, 1.33, 0.04, 0.00, 0.10, 0.50, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
107,  0,  0.884,  0.98,  1, 0.00, 0.00, 0.84, 0.00, 1.00, 0.00, 0.03, 1.89, 0.76, 1.39, 0.10, 0.03, 0.10, 0.49, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
108,  0,  0.893,  0.98,  1, 0.00, 0.00, 0.99, 0.00, 0.99, 0.00, 0.00, 1.94, 0.74, 1.56, 0.10, 0.03, 0.00, 0.46, 0.00, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
109,  0,  0.901,  0.98,  1, 0.00, 0.00, 1.20, 0.00, 1.04, 0.00, 0.00, 1.93, 0.78, 1.63, 0.10, 0.17, 0.00, 0.36, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
110,  0,  0.909,  0.98,  1, 0.01, 0.00, 1.15, 0.00, 1.05, 0.00, 0.00, 2.03, 0.82, 1.55, 0.09, 0.15, 0.06, 0.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
111,  0,  0.918,  0.98,  1, 0.01, 0.00, 1.03, 0.00, 1.02, 0.00, 0.00, 2.04, 0.76, 1.41, 0.15, 0.22, 0.12, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
112,  0,  0.926,  0.98,  1, 0.01, 0.00, 0.87, 0.00, 0.97, 0.00, 0.00, 2.08, 0.72, 1.28, 0.25, 0.09, 0.14, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
113,  0,  0.934,  0.98,  1, 0.00, 0.00, 0.83, 0.00, 0.98, 0.00, 0.00, 2.09, 0.71, 1.31, 0.17, 0.08, 0.08, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
114,  0,  0.943,  0.98,  1, 0.00, 0.00, 0.87, 0.00, 0.96, 0.00, 0.00, 2.02, 0.72, 1.21, 0.19, 0.14, 0.05, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
115,  0,  0.951,  0.98,  1, 0.00, 0.00, 0.96, 0.00, 0.97, 0.00, 0.00, 2.01, 0.77, 1.33, 0.08, 0.13, 0.06, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
116,  0,  0.959,  0.98,  1, 0.00, 0.00, 0.88, 0.00, 0.98, 0.00, 0.00, 2.02, 0.78, 1.40, 0.08, 0.33, 0.06, 0.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
117,  0,  0.968,  0.98,  1, 0.00, 0.00, 0.84, 0.00, 0.97, 0.00, 0.00, 2.07, 0.81, 1.60, 0.00, 0.22, 0.02, 0.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
118,  0,  0.976,  0.98,  1, 0.01, 0.00, 0.90, 0.00, 0.93, 0.00, 0.00, 2.10, 0.73, 1.44, 0.12, 0.22, 0.00, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
119,  0,  0.984,  0.98,  1, 0.01, 0.00, 0.98, 0.00, 0.86, 0.00, 0.00, 2.08, 0.71, 1.49, 0.19, 0.02, 0.05, 0.37, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
120,  0,  0.993,  0.98,  1, 0.01, 0.00, 1.06, 0.05, 0.85, 0.00, 0.00, 2.12, 0.71, 1.36, 0.19, 0.06, 0.05, 0.29, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
121,  0,  1.001,  0.98,  1, 0.00, 0.00, 0.95, 0.05, 0.88, 0.00, 0.00, 2.11, 0.83, 1.45, 0.07, 0.11, 0.05, 0.28, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
122,  0,  1.009,  0.98,  1, 0.00, 0.00, 0.84, 0.05, 0.99, 0.00, 0.00, 2.16, 0.81, 1.43, 0.09, 0.26, 0.00, 0.14, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
123,  0,  1.018,  0.98,  1, 0.00, 0.00, 0.82, 0.00, 1.04, 0.00, 0.00, 2.15, 0.79, 1.43, 0.09, 0.28, 0.00, 0.15, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
124,  0,  1.026,  0.98,  1, 0.00, 0.00, 0.80, 0.00, 1.06, 0.00, 0.00, 2.16, 0.76, 1.55, 0.09, 0.24, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
125,  0,  1.034,  0.98,  1, 0.00, 0.00, 0.84, 0.00, 0.97, 0.00, 0.00, 2.04, 0.78, 1.52, 0.03, 0.19, 0.00, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
126,  0,  1.043,  0.98,  1, 0.00, 0.00, 0.87, 0.09, 1.00, 0.00, 0.00, 2.00, 0.81, 1.67, 0.03, 0.13, 0.00, 0.11, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
127,  0,  1.051,  0.98,  1, 0.04, 0.03, 0.95, 0.09, 0.92, 0.00, 0.00, 1.87, 0.76, 1.51, 0.03, 0.18, 0.00, 0.20, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
128,  0,  1.059,  0.98,  1, 0.04, 0.03, 0.86, 0.09, 0.89, 0.00, 0.00, 1.87, 0.74, 1.48, 0.09, 0.20, 0.00, 0.27, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
129,  0,  1.068,  0.98,  1, 0.04, 0.07, 0.82, 0.00, 0.85, 0.00, 0.00, 1.86, 0.70, 1.41, 0.09, 0.24, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
130,  0,  1.076,  0.98,  1, 0.00, 0.04, 0.80, 0.00, 0.80, 0.00, 0.00, 1.88, 0.71, 1.46, 0.20, 0.26, 0.09, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
131,  0,  1.084,  0.98,  1, 0.01, 0.04, 0.89, 0.00, 0.84, 0.00, 0.00, 1.80, 0.68, 1.42, 0.13, 0.19, 0.09, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
132,  0,  1.093,  0.98,  1, 0.01, 0.00, 0.92, 0.00, 0.81, 0.00, 0.00, 1.84, 0.72, 1.35, 0.13, 0.20, 0.09, 0.06, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
133,  0,  1.101,  0.98,  1, 0.06, 0.00, 0.92, 0.00, 0.87, 0.00, 0.00, 1.74, 0.66, 1.30, 0.02, 0.12, 0.00, 0.06, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
134,  0,  1.109,  0.98,  1, 0.18, 0.08, 1.10, 0.00, 0.87, 0.00, 0.00, 1.86, 0.71, 1.40, 0.00, 0.16, 0.10, 0.08, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
135,  0,  1.118,  0.98,  1, 0.23, 0.08, 1.09, 0.00, 0.90, 0.00, 0.05, 1.70, 0.58, 1.37, 0.05, 0.09, 0.10, 0.02, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
136,  0,  1.126,  0.98,  1, 0.21, 0.08, 1.08, 0.00, 0.86, 0.00, 0.06, 1.91, 0.60, 1.59, 0.05, 0.14, 0.10, 0.02, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
137,  0,  1.134,  0.98,  1, 0.08, 0.00, 0.96, 0.00, 0.79, 0.00, 0.06, 1.87, 0.56, 1.57, 0.05, 0.10, 0.00, 0.03, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
138,  0,  1.143,  0.98,  1, 0.02, 0.00, 1.07, 0.00, 0.67, 0.00, 0.01, 2.02, 0.66, 1.68, 0.00, 0.17, 0.00, 0.12, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
139,  0,  1.151,  0.98,  1, 0.06, 0.00, 1.19, 0.00, 0.72, 0.00, 0.00, 1.84, 0.65, 1.56, 0.00, 0.28, 0.00, 0.12, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
140,  0,  1.159,  0.98,  1, 0.06, 0.00, 1.33, 0.08, 0.73, 0.00, 0.00, 1.77, 0.63, 1.73, 0.00, 0.30, 0.00, 0.15, 0.14, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
141,  0,  1.168,  0.98,  1, 0.06, 0.00, 1.27, 0.08, 0.81, 0.00, 0.00, 1.81, 0.57, 1.98, 0.00, 0.37, 0.00, 0.23, 0.25, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
142,  0,  1.176,  0.98,  1, 0.00, 0.00, 1.30, 0.08, 0.72, 0.00, 0.00, 2.02, 0.51, 2.14, 0.00, 0.27, 0.02, 0.37, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
